,Title,Project Category,Receiver Name,Grant size (DKK)
212,"Bogudgivelse: Djævelens gaffel: Erindringer, illusioner og hukommelsestab (2024)",Voksenlivets overgange og forandringer,Forlaget Multivers ApS,20.000 kr.
213,Bogudgivelse: Biskop H.L. Martensen og sekulariseringen. Socialkonservativ samfundsrevser (2024),Voksenlivets overgange og forandringer,Syddansk Universitetsforlag,15.000 kr.
214,Bogudgivelse: Symbolismens skulpturer (2024),Voksenlivets overgange og forandringer,Andelsforlaget Ravnerock,15.000 kr.
215,Bogudgivelse: Troldhedebanens godstransporter (2024),Voksenlivets overgange og forandringer,"Dansk Jernbane-Klub, Jernbanebøger",15.000 kr.
216,Bogudgivelse: Den unge Vilhelm Topsøe (2024),Voksenlivets overgange og forandringer,Forlaget Multivers ApS,20.000 kr.
217,"Bogudgivelse: Jeg er til, fordi du er til - Desmond Tutus tro og spiritualitet (2024)",Voksenlivets overgange og forandringer,Forlaget Eksistensen,5.000 kr.
218,Bogudgivelse: Hævnens Pil (2024),Voksenlivets overgange og forandringer,Forlaget Attika,20.000 kr.
219,Boggudgivelse: Billeder blev mit liv (foreløbig) (2024),Voksenlivets overgange og forandringer,"Odense Stadsarkiv, Byhistorisk Udvalg",30.000 kr.
220,Bogudgivelse: Stemningsmaleri i 1880’erne (2024),Voksenlivets overgange og forandringer,Aarhus Universitetsforlag,50.000 kr.
221,Bogudgivelse: De begunstigede (2024),Voksenlivets overgange og forandringer,Forlaget Hovedland,20.000 kr.
222,Bygning af to bogier til personvogn (2024),Voksenlivets overgange og forandringer,Veterantogsforeningen Amtsbanerne på Als,25.000 kr.
223,Anskaffelse af J70 båd (2024),Voksenlivets overgange og forandringer,Thurø Sejlklub,80.000 kr.
224,Indkøb af ny keramikovn (2024),Voksenlivets overgange og forandringer,"Centerrådet, Aktivitetscenter Brædstrup",12.000 kr.
225,Anskaffelse af udstyr til Aktiv Keramik (2024),Voksenlivets overgange og forandringer,KeramikVærket Køge,60.000 kr.
226,Kort og scrap (2024),Voksenlivets overgange og forandringer,Vemb Grundejerforening,8.500 kr.
227,Cykelture ud i det blå - anskaffelse af rickshaw-cykel (2024),Voksenlivets overgange og forandringer,Friplejehjemmet Strandhøjens Venner,50.000 kr.
228,"Bådhus til den gamle lodsbåd ""Ravnen"", Dragør (2024)",Voksenlivets overgange og forandringer,Danmarks Lodsmuseumsforening,175.000 kr.
229,Step Styrke for Seniorer (2024),Voksenlivets overgange og forandringer,Hvidovre Kommune,25.000 kr.
230,Besøg til udvikling af projektansøgning for kvinders økonomiske lederskab og sociale stemmer i Zimbabwe (2024),Voksenlivets overgange og forandringer,Seniorer Uden Grænser - Landsrådet,25.000 kr.
231,Opdatering af bridge-udstyr (2024),Voksenlivets overgange og forandringer,Ældre Sagen Aarhus Syd,25.000 kr.
232,Pickleball til Senior Fitness træning og til Idræt i dagtimerne (2024),Voksenlivets overgange og forandringer,Gauerslund Gymnastik,35.000 kr.
233,Indretning af faciliteter til aktiviteter for seniorer og personer uden for arbejdsmarkedet (2024),Voksenlivets overgange og forandringer,Foreningen Kollundhus,60.000 kr.
234,Klimakalender 2025 (2024),Voksenlivets overgange og forandringer,Klimabevægelsen i Danmark,15.000 kr.
235,Højskolesangbøger (2024),Voksenlivets overgange og forandringer,Aktivitetshuset Wiedergården,19.000 kr.
236,DAI Seniorseminar - Sundt Seniorliv 2024 og 2025 (2024),Voksenlivets overgange og forandringer,"Dansk Arbejder Idrætsforbund, Hovedstaden",50.000 kr.
237,Bordtennisborde BAT60+ (2024),Voksenlivets overgange og forandringer,Dansk Bordtennis Union - DBTU,175.000 kr.
238,Udendørs terrasse til Guldborgsund Kajakklub (2024),Voksenlivets overgange og forandringer,Guldborgsund Kajakklub,60.000 kr.
239,Modelskibsværksted Hal 16 (2024),Voksenlivets overgange og forandringer,Maritimt Værksted HAL 16,120.000 kr.
240,Primær åbenvinklet glaukom som risikofaktor for udvikling af cerebral neurodegenerativ sygdom (2024),Voksenlivets overgange og forandringer,Odense Universitetshospital,160.000 kr.
241,SynsExpo 2024 og 2025 (2024),Velux Fonden,Komitéen for Sundhedsoplysning,"1,1 mio. kr."
242,Mennesker har brug for Mennesker - Tillægsbevilling (2024),Sociale indsatser,"Psykiatrien, Region Sjælland",93.750 kr.
243,Kvinder i Sund Overgang - fra peri- til postmenopause (2024),Voksenlivets overgange og forandringer,Københavns Universitet,5 mio. kr.
244,"Nysgerrighed, udvikling og visdom i seniorarbejdslivet 60+: NUVIS (2024)",Voksenlivets overgange og forandringer,Københavns Universitet,5 mio. kr.
245,Håb og handlekraft i voksenlivets overgange med alvorlig sygdom (2024),Voksenlivets overgange og forandringer,Odense Universitetshospital,"4,9 mio. kr."
246,"Social og kønsmæssig ulighed i konsekvenser af at være omsorgsgiver til voksne pårørende, hvad øger handlekraften? (2024)",Voksenlivets overgange og forandringer,Københavns Universitet,"3,7 mio. kr."
247,Handlekraft i overgangen fra rask til alvorligt syg (2024),Voksenlivets overgange og forandringer,Syddansk Universitet,"3,5 mio. kr."
248,"Postneutralitet i arkiver, biblioteker og museer (2024)",Human- og samfundsvidenskabelig forskning og kultur,Københavns Universitet,"5,7 mio. kr."
249,Sprogligt lys over den indoeuropæiske mørke tidsalder (2024),Human- og samfundsvidenskabelig forskning og kultur,Københavns Universitet,"5,7 mio. kr."
250,"AGIL work-life balance: borgere, politikker og virksomheder (2024)",Human- og samfundsvidenskabelig forskning og kultur,Copenhagen Business School,"5,6 mio. kr."
251,Æstetisk atmosfære. En undersøgelse i fænomenologisk psykologi. (2024),Human- og samfundsvidenskabelig forskning og kultur,Københavns Universitet,"5,7 mio. kr."
252,Penal Engineering: Et studie af kriminalpolitikkens rationaliteter og konsekvenser i Danmark (2024),Human- og samfundsvidenskabelig forskning og kultur,Aalborg Universitet,"5,7 mio. kr."
253,Pengespil: Økonomisk socialisering i krydsfeltet mellem gaming og investering (2024),Human- og samfundsvidenskabelig forskning og kultur,Københavns Universitet,"5,5 mio. kr."
254,"Rationalitet, Afstigmatisering og Psykisk Lidelse (2024)",Human- og samfundsvidenskabelig forskning og kultur,Aarhus Universitet,"5,7 mio. kr."
255,Jordforbindelser: et projekt der vækker jorden til live gennem sanserne (2024),Human- og samfundsvidenskabelig forskning og kultur,Foreningen Andelsgaarde,"5,7 mio. kr."
256,Støttet selvstændig beslutningstagen hos mennesker med moderat intellektuelt udviklingshandicap (SSB) (2024),Human- og samfundsvidenskabelig forskning og kultur,Professionshøjskolen UCN,"5,7 mio. kr."
257,Det intuitive møde. Eksistens og etik i Bindeleddets ekspanderende arbejde med unge (2024),Human- og samfundsvidenskabelig forskning og kultur,Roskilde Universitet,"5,7 mio. kr."
258,Borgersensitive og helhedsorienterede sundhedsindsatser: Model for sundhedstilbud for socialt udsatte borgere (2024),Human- og samfundsvidenskabelig forskning og kultur,Københavns Universitet,"5,7 mio. kr."
259,Generativ AI i erhvervsuddannelser. Styrkede deltagelsesmuligheder for tosprogede kvinder i SOSU-uddannelser (2024),Human- og samfundsvidenskabelig forskning og kultur,Aalborg Universitet,"5,7 mio. kr."
260,World Economic Forum - Propelling blue innovations for a healthy ocean (2024),Et hav i balance,World Economic Forum,"2,8 mio. kr."
261,Building Accountability in MPA Science and Management Through Climate Vulnerability Assessment and Adaptation Measures (2024),Et hav i balance,UNESCO,11 mio. kr.
262,"Daylight Award, Research, 2024: Till Roenneberg (2024)",Velux Fonden,Individuals,0 kr.
263,"Daylight Award, Architecture, 2024: Alberto Campo Baeza (2024)",Velux Fonden,Individuals,300.000 kr.
264,Udgivelse af: Tag et BRIDGEKØREKORT og få munter hjernegymnastik (2024),Voksenlivets overgange og forandringer,Forlaget Flere Bridgespillere,21.000 kr.
265,Bogudgivelse: En sociologisk analyse af psykiatriske patienters kommunikation og adfærd og omverdenens stigmatisering (2024),Voksenlivets overgange og forandringer,Syddansk Universitetsforlag,35.000 kr.
266,Bogudgivelse: Kaptajnen og Havkatten (2024),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),10.000 kr.
267,Bogudgivelse: Hellere ørn end børn (2024),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),8.500 kr.
268,Bogudgivelse: Trædesten for glemte guder (2024),Voksenlivets overgange og forandringer,Forlaget Trykværket,6.000 kr.
269,Bogudgivelse: Og meningen – essays om liv (2024),Voksenlivets overgange og forandringer,Forlaget Multivers ApS,15.000 kr.
270,Bogudgivelse: Gåsevogtersken - en eventyrkomedie (2024),Voksenlivets overgange og forandringer,Forlaget Trykværket,10.000 kr.
271,Udgivelse af: Vores danske kongefamilie (2024),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),15.000 kr.
272,Samvær i naturen med personer med demens (2024),Voksenlivets overgange og forandringer,Livsgnisten Odsherred,20.000 kr.
273,Bogudgivelse: Teglværker i Langeland og Ærø Kommuner (2024),Voksenlivets overgange og forandringer,Foreningen Teglværksinitiativerne i Danmark,15.000 kr.
274,Bogudgivelse: Levende stene (2024),Voksenlivets overgange og forandringer,Billedhugger Laila Westergaard (eget forlag),35.000 kr.
275,Bogudgivelse: Maleren fra Montmartre (2024),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),15.000 kr.
276,Bridgemate (2024),Voksenlivets overgange og forandringer,Hobro Bridgeklub,35.000 kr.
277,Senior til senior-motion (2024),Voksenlivets overgange og forandringer,Lystrup Idrætsforening,50.000 kr.
278,Sprogligt lys over den indoeuropæiske mørke tidsalder - Tillægsbevilling (2024),Human- og samfundsvidenskabelig forskning og kultur,Københavns Universitet,227.847 kr.
279,"AGIL work-life balance: borgere, politikker og virksomheder - Tillægsbevilling (2024)",Human- og samfundsvidenskabelig forskning og kultur,Copenhagen Business School,225.502 kr.
280,Penal Engineering: Et studie af kriminalpolitikkens rationaliteter og konsekvenser i Danmark - Tillægsbevilling (2024),Human- og samfundsvidenskabelig forskning og kultur,Aalborg Universitet,227.566 kr.
281,Æstetisk atmosfære. En undersøgelse i fænomenologisk psykologi. - Tillægsbevilling (2024),Human- og samfundsvidenskabelig forskning og kultur,Københavns Universitet,227.906 kr.
282,"Rationalitet, Afstigmatisering og Psykisk Lidelse - Tillægsbevilling (2024)",Human- og samfundsvidenskabelig forskning og kultur,Aarhus Universitet,227.869 kr.
283,"Postneutralitet i arkiver, biblioteker og museer - Tillægsbevilling (2024)",Human- og samfundsvidenskabelig forskning og kultur,Københavns Universitet,226.735 kr.
284,Stenrev ved Hou (2023),Et hav i balance,Fokusgruppen - Vision Hou Søpark,"3,9 mio. kr."
285,DIY - together! Craft-psykologi som metode til forebyggelse af varig mistrivsel blandt unge (2023),Sociale indsatser,Odense Kommune,"2,1 mio. kr."
286,Foreningselastikken (2023),Sociale indsatser,Sundhedsfællesskabet,"2,3 mio. kr."
287,Grønne FGU-fællesskaber (2023),Sociale indsatser,VedvarendeEnergi,"2,7 mio. kr."
288,NET-OP fase 3 (tillægsansøgning) (2023),Et hav i balance,Foreningen North Nature,620.000 kr.
289,Peer to peer - fra terapi i TUBA til fællesskab i Tubanu (2023),Sociale indsatser,Tubanu,673.300 kr.
290,At ro med en åre (2023),Voksenlivets overgange og forandringer,Sorø Roklub,20.000 kr.
291,Nordatlantiske Hverdagsfortællinger (2023),Human- og samfundsvidenskabelig forskning og kultur,Aarhus Universitet,"4,7 mio. kr."
292,Nye Østasiatiske Museumsfortællinger - med det historiske drama som drivkraft (2023),Human- og samfundsvidenskabelig forskning og kultur,Nationalmuseet,"4,7 mio. kr."
293,Skjulte Plantehistorier (2023),Human- og samfundsvidenskabelig forskning og kultur,Aarhus Universitet,"4,7 mio. kr."
294,Nyt koncept til integreret miljøvurdering af forureningskilder i havet (2023),Et hav i balance,Aarhus Universitet,"5,5 mio. kr."
295,eDNA baseret monitering af biodiversitet i vindmølleparker (WINDNA) (2023),Et hav i balance,Danmarks Tekniske Universitet,"6,2 mio. kr."
296,Anskaffelse af duo-cykel (2023),Voksenlivets overgange og forandringer,OtiumVenner,40.000 kr.
297,Fællesskaber(e) - sammen om nye veje til fællesskabet (2023),Sociale indsatser,Frivilligcenter Rebild,"5,2 mio. kr."
298,Frirum og fællesskab i naturen - Naturvejledere bygger bro mellem kommune og foreninger (2023),Sociale indsatser,Naturvejledning Danmark,"3,5 mio. kr."
299,Socialt Frikort København (2023),Sociale indsatser,Ejendomsfonden Mændenes Hjem,"3,9 mio. kr."
300,Social Digital Lab - Digital psykiatri i civilsamfundets fællesskaber (2023),Sociale indsatser,KFUMs Sociale Arbejde,"4,6 mio. kr."
301,UNIK Recovery efterværn til unge i psykiatrien - når civilsamfundet bygger bro (2023),Sociale indsatser,Børn & Unges Trivsel,"4,9 mio. kr."
302,Mental trivsel på Samsø (2023),Sociale indsatser,SamBiosen,"1,8 mio. kr."
303,Cyklende fællesskaber – cyklen som redskab til bedre mental trivsel (2023),Sociale indsatser,Dansk Cyklistforbund,"3,9 mio. kr."
304,Anskaffelse af IT udstyr til digitalisering i arkivet (2023),Voksenlivets overgange og forandringer,Lokalhistorisk Arkiv Vester Nebel,20.000 kr.
305,Partnerskabsaftale - Faglige Seniorer - 2023 og 2024 (2023),Voksenlivets overgange og forandringer,Faglige Seniorer,"3,8 mio. kr."
306,"Partnerskabsaftale for 2023 og 2024, medlemmer i Ældrerådene i Danmark (2023)",Voksenlivets overgange og forandringer,Danske Ældreråd,"1,2 mio. kr."
307,Udskiftning af møbler (2023),Voksenlivets overgange og forandringer,Kreative Værksteder,20.000 kr.
308,Trappetræning til aktive ældre (2023),Voksenlivets overgange og forandringer,Foreningsfitness Stubbekøbing,45.000 kr.
309,Bogudgivelse: Limfjordsegnens litteraturhistorie 1820 -1930 (2023),Voksenlivets overgange og forandringer,Limfjordsforlaget,15.000 kr.
310,Maskiner til trægruppe (2023),Voksenlivets overgange og forandringer,Folkehuset Beder,20.000 kr.
311,Opstart af Bridge (2023),Voksenlivets overgange og forandringer,KlostergadeCentret,18.000 kr.
312,"Teaterforestillingen ""Medvind i Modvind"" (2023)",Voksenlivets overgange og forandringer,Teaterrødderne Holbæk,20.000 kr.
313,Bogudgivelse: Vilde orkidéer i Danmark (2023),Voksenlivets overgange og forandringer,Aarhus Universitetsforlag,35.000 kr.
314,Bogudgivelse: Dansk Idrætspolitik - Idrætten i Kulturministeriet gennem 50 år (2023),Voksenlivets overgange og forandringer,Gads Forlag,25.000 kr.
315,Anskaffelse af coastalbåde (2023),Voksenlivets overgange og forandringer,Middelfart Roklub,40.000 kr.
316,Bogudgivelse: Guitarbyggeren Arne Schlünsen (2023),Voksenlivets overgange og forandringer,Forlaget Manus,10.000 kr.
317,"Bogudgivelse: Bodil Bødtker-Næss, en unik kunsthåndværker (2023)",Voksenlivets overgange og forandringer,Forlaget Hamacom,25.000 kr.
318,Elskovsdrikken - En operaopsætning i øjenhøjde i Odsherred (2023),Voksenlivets overgange og forandringer,Opera i Provinsen,30.000 kr.
319,Udskiftning af værktøj (2023),Voksenlivets overgange og forandringer,Torsdagsklubben Farsø,50.000 kr.
320,Anskaffelse af bus (2023),Voksenlivets overgange og forandringer,Rebild Kommune,50.000 kr.
321,Aktive ældre i Aarhus værner om vitale miljø- og klimahensyn og byens identitet (2023),Voksenlivets overgange og forandringer,Foreningen Det Fælles Bedste,20.000 kr.
322,Bogudgivelse: Helsingør Almindelige Hospital (1575-1654) (2023),Voksenlivets overgange og forandringer,Forlaget Ankeret,22.500 kr.
323,Torsdagsholdet (2023),Voksenlivets overgange og forandringer,Søby Brunkulsmuseum,65.000 kr.
324,"Oplysende besøg på museer, institutioner m.m (2023)",Voksenlivets overgange og forandringer,"Mænds Mødesteder, Frederiksberg",20.000 kr.
325,Kostumer til opførelsen af Tryllefløjten (2023),Voksenlivets overgange og forandringer,Rødvig Borgerforening,8.000 kr.
326,Bogudgivelse: Nisserne skal til fest (2023),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),7.500 kr.
327,IT-udstyr (2023),Voksenlivets overgange og forandringer,Frivilligforeningen TRÆFPUNKTsædding,30.000 kr.
328,Forbedringer af klubhus og omgivelser (2023),Voksenlivets overgange og forandringer,Hadsten Petanque,20.000 kr.
329,Bogudgivelse: En fortælling om to byer - Marstal og Ærøskøbings historie (2023),Voksenlivets overgange og forandringer,Ærø Museum,15.000 kr.
330,"Bogudgivelse: Sophias genkomst, Visdommen i James Joyce's roman Ulysses (2023)",Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),10.000 kr.
331,Færdiggørelse af værksted (2023),Voksenlivets overgange og forandringer,Foreningen Frøbjerg Festspil,80.000 kr.
332,Bridgemates og PC (2023),Voksenlivets overgange og forandringer,Bridge 83 Slagelse,50.000 kr.
333,Bogudgivelse. Møns landskab i jernalderen (2023),Voksenlivets overgange og forandringer,Forlaget Fanefjord,35.000 kr.
334,Højskolesangbøger og nodebog (2023),Voksenlivets overgange og forandringer,Aktivitetscenter Skjern,30.000 kr.
335,Otte akselkasser til personvogn (2023),Voksenlivets overgange og forandringer,Veterantogsforeningen Amtsbanerne på Als,24.000 kr.
336,Bogudgivelse: Kun skorstenene stod tilbage - Fredsvenners Hjælpearbejde i Finland 1946 (2023),Voksenlivets overgange og forandringer,LaserTryk.dk,3.000 kr.
337,Bogudgivelse: Følelser gør os til mennesker (2023),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),10.000 kr.
338,Bogudgivelse: Hugormeland (2023),Voksenlivets overgange og forandringer,Forlaget Ådalen,10.000 kr.
339,Lokalhistorisk udstilling i Københavns Rådhushal (2023),Voksenlivets overgange og forandringer,Sammenslutningen af Lokalhistoriske Foreninger og Arkiver i København (SLAK),34.000 kr.
340,Anskaffelse af styrketræningsudstyr (2023),Voksenlivets overgange og forandringer,Københavns Roklub,60.000 kr.
